Real,Imag
-0.8971045987337803,-2.9874807956561837
3.0115426424978917,3.095081872404651
3.064489319757105,1.011478679617896
-1.005696159494621,-2.9054087376426914
0.9093626888674811,0.9969783952047228
-1.0213953505546545,2.9478173894736326
0.9680400835054773,-2.9636394954920053
3.001024903787694,2.9476743256956808
0.9915253676869938,1.095590564700338
2.9899860283669306,-1.033147939016851
-3.0674766864114704,-2.926595889589138
-2.931977204688163,2.922629667752183
-2.9703011899726723,2.8832181156070047
2.979722777407428,-0.9490816880329684
3.058766972158487,-0.962314967214838
3.1183122571134954,-0.9179147188701207
-1.1030146194997414,-2.914966635895774
-1.06635452026695,-0.9666560027570176
3.072113475887894,0.9571015234634929
-1.039168100290645,2.9355048899075773
3.016731564958304,-2.931405228947599
1.0017907611866945,-0.851836492076633
-1.0094550379321436,-0.9410843244885507
3.010233264695124,1.078347594779079
-0.9890777744600863,-2.9615050159911416
2.9150189925069876,0.9307904566815346
1.1310148387506629,-0.8678802664453117
-1.0337764441194266,3.0180969724440154
0.9742142253914218,-2.924683063995661
2.9992701623380698,0.96919572895323
-0.9552567960730856,2.966470955338212
3.0408886191799573,-0.9492322961775153
-1.0047433718560264,1.0733468269468143
-0.8848244849854474,-0.9744675254106693
0.9979230892046849,0.9509955442252265
-1.0839003369358775,2.989026238370655
-2.958938599149042,-1.0920250924634045
2.909385331730809,3.0638055998713343
-2.9562853124572754,-0.951952651382979
-1.0483103019505489,-2.9162069097466694
-0.9752473827378997,0.9975199156012953
-0.9061162251194029,-0.8428800433226578
3.0448071731603488,1.0103225738699428
-1.0256523563281865,0.9738340004579457
-0.9211059739706194,2.895018620849008
1.049659654413617,-0.9799907725388831
2.970021401194742,-0.9689941647765195
-2.914268711374779,-1.1214325253923811
0.8967487009262495,0.8658829246591948
3.057135263601351,2.9821506579453296
0.9170842743261449,-2.910555068720675
1.0139767418295786,0.9724418064400189
-3.13370031679402,0.9802075462745242
3.097577784381515,1.0524120735511433
3.031538340074812,2.9948758727238416
-2.9639766969693193,-0.937647108903242
0.9789527376391697,2.9781509746989765
-2.9971330603210973,-2.99333801048706
-2.960354112482557,0.8179705826205981
-3.099362573515982,-0.8518037845260193
-2.973386641935683,-0.9672229912724776
0.9766236670593218,-3.06827148287855
-2.8654779425012324,1.0474250377482677
1.0685799901653648,1.019495312036618
-0.8944576399554648,3.0503223456692687
1.1132718061897475,2.9476491759735164
2.9713858080131668,1.1159475369034377
-1.0098406475464865,1.0593203399000508
-3.0263893991694473,0.939658483365964
3.0634422386914757,2.9245808759416967
2.9859123518820216,0.999399921043707
-2.82996717341852,1.0864362464628927
-0.9930576450657514,2.9522840517486855
2.92039425462256,-2.880227707026719
-1.007435952300907,-1.0810686338282567
-1.0040170862830606,2.9589547717867917
0.9125928641261073,3.075429861460026
-0.9231361041458872,1.0645682369891238
2.965222829534634,-2.8826418227232296
-3.124839787243131,0.9506348147472241
-0.8879058870162201,3.062972022309119
-1.0880757991424588,0.9584458702884006
0.8268417496895155,3.1713759641616575
-3.1191411824887783,-2.886336493108713
1.0102635276890557,2.95649959752072
-1.0123806963003203,1.06155432171684
3.067852382685086,-0.9846719322907187
2.855427522451313,3.0376001035605023
-3.0597003566989,1.002927897005291
0.9932831220173759,-2.911663908928773
2.966183105703811,3.008915778947265
2.950720638425821,3.046867280912007
2.9019369962791988,-3.0123258806559545
0.9433292209271334,-0.9638712488671821
2.952329057751537,2.8802745093909725
-3.0317980693764888,-1.1044835219230091
1.015941115423859,3.0012713492021303
-2.886572080202017,3.0218207608447476
1.0468904723309422,-3.101967719571523
2.9570623362446247,-1.0398400314556704
-0.9931393953034616,-1.090837791462747
-1.034829900642925,-1.092680414728795
-0.8498183373714209,-0.9687470749027844
2.990639342654622,2.9824476466547707
